gc,target,w
0.79,1,185
0.8,1,185
0.2,11,186
0.21,10,186
0.22,34,186
0.23,38,186
0.24,50,186
0.25,95,186
0.26,154,186
0.27,182,186
0.28,218,186
0.29,130,186
0.3,281,186
0.31,303,186
0.32,365,186
0.33,387,186
0.34,446,186
0.35,449,186
0.36,230,186
0.37,443,186
0.38,422,186
0.39,435,186
0.4,445,186
0.41,375,186
0.42,384,186
0.43,202,186
0.44,359,186
0.45,361,186
0.46,343,186
0.47,302,186
0.48,303,186
0.49,300,186
0.5,126,186
0.51,263,186
0.52,260,186
0.53,204,186
0.54,190,186
0.55,158,186
0.56,117,186
0.57,52,186
0.58,85,186
0.59,75,186
0.6,51,186
0.61,57,186
0.62,34,186
0.63,34,186
0.64,16,186
0.65,31,186
0.66,25,186
0.67,24,186
0.68,11,186
0.69,8,186
0.7,9,186
0.71,6,186
0.72,13,186
0.73,6,186
0.74,3,186
0.75,2,186
0.76,2,186
0.77,6,186
0.78,2,186
0.79,0,186
0.8,1,186
0.2,13,187
0.21,20,187
0.22,34,187
0.23,19,187
0.24,51,187
0.25,94,187
0.26,130,187
0.27,188,187
0.28,207,187
0.29,252,187
0.3,301,187
0.31,147,187
0.32,359,187
0.33,383,187
0.34,420,187
0.35,451,187
0.36,459,187
0.37,425,187
0.38,210,187
0.39,443,187
0.4,442,187
0.41,400,187
0.42,371,187
0.43,373,187
0.44,362,187
0.45,345,187
0.46,168,187
0.47,332,187
0.48,290,187
0.49,297,187
0.5,264,187
0.51,276,187
0.52,241,187
0.53,185,187
0.54,93,187
0.55,176,187
0.56,127,187
0.57,96,187
0.58,88,187
0.59,73,187
0.6,46,187
0.61,54,187
0.62,14,187
0.63,38,187
0.64,34,187
0.65,27,187
0.66,29,187
0.67,19,187
0.68,9,187
0.69,3,187
0.7,5,187
0.71,13,187
0.72,13,187
0.73,6,187
0.74,2,187
0.75,3,187
0.76,3,187
0.77,4,187
0.78,0,187
0.79,2,187
0.8,2,187
0.2,12,188
0.21,18,188
0.22,33,188
0.23,47,188
0.24,57,188
0.25,43,188
0.26,129,188
0.27,184,188
0.28,192,188
0.29,254,188
0.3,279,188
0.31,323,188
0.32,368,188
0.33,185,188
0.34,418,188
0.35,442,188
0.36,469,188
0.37,420,188
0.38,440,188
0.39,430,188
0.4,436,188
0.41,369,188
0.42,185,188
0.43,377,188
0.44,362,188
0.45,345,188
0.46,348,188
0.47,302,188
0.48,310,188
0.49,283,188
0.5,142,188
0.51,256,188
0.52,240,188
0.53,210,188
0.54,184,188
0.55,166,188
0.56,123,188
0.57,86,188
0.58,40,188
0.59,78,188
0.6,51,188
0.61,56,188
0.62,36,188
0.63,36,188
0.64,31,188
0.65,27,188
0.66,30,188
0.67,7,188
0.68,16,188
0.69,5,188
0.7,6,188
0.71,12,188
0.72,12,188
0.73,5,188
0.74,2,188
0.75,1,188
0.76,3,188
0.77,6,188
0.78,0,188
0.79,2,188
0.8,2,188
0.2,8,189
0.21,22,189
0.22,29,189
0.23,45,189
0.24,55,189
0.25,105,189
0.26,133,189
0.27,101,189
0.28,183,189
0.29,252,189
0.3,264,189
0.31,329,189
0.32,356,189
0.33,372,189
0.34,440,189
0.35,421,189
0.36,246,189
0.37,439,189
0.38,423,189
0.39,440,189
0.4,429,189
0.41,376,189
0.42,360,189
0.43,395,189
0.44,354,189
0.45,183,189
0.46,343,189
0.47,308,189
0.48,303,189
0.49,283,189
0.5,267,189
0.51,255,189
0.52,242,189
0.53,196,189
0.54,181,189
0.55,75,189
0.56,142,189
0.57,93,189
0.58,85,189
0.59,64,189
0.6,49,189
0.61,54,189
0.62,38,189
0.63,31,189
0.64,21,189
0.65,26,189
0.66,22,189
0.67,26,189
0.68,13,189
0.69,5,189
0.7,6,189
0.71,16,189
0.72,9,189
0.73,0,189
0.74,6,189
0.75,1,189
0.76,5,189
0.77,4,189
0.78,1,189
0.79,1,189
0.8,3,189
0.2,4,190
0.21,19,190
0.22,29,190
0.23,40,190
0.24,57,190
0.25,88,190
0.26,136,190
0.27,179,190
0.28,222,190
0.29,247,190
0.3,107,190
0.31,335,190
0.32,359,190
0.33,374,190
0.34,412,190
0.35,429,190
0.36,467,190
0.37,420,190
0.38,442,190
0.39,417,190
0.4,199,190
0.41,417,190
0.42,350,190
0.43,383,190
0.44,369,190
0.45,354,190
0.46,324,190
0.47,295,190
0.48,318,190
0.49,277,190
0.5,125,190
0.51,259,190
0.52,241,190
0.53,219,190
0.54,169,190
0.55,160,190
0.56,133,190
0.57,88,190
0.58,84,190
0.59,59,190
0.6,26,190
0.61,52,190
0.62,42,190
0.63,28,190
0.64,36,190
0.65,28,190
0.66,24,190
0.67,21,190
0.68,12,190
0.69,4,190
0.7,5,190
0.71,12,190
0.72,12,190
0.73,3,190
0.74,5,190
0.75,2,190
0.76,4,190
0.77,4,190
0.78,1,190
0.79,1,190
0.8,1,190
0.2,9,191
0.21,22,191
0.22,16,191
0.23,41,191
0.24,48,191
0.25,83,191
0.26,135,191
0.27,169,191
0.28,214,191
0.29,240,191
0.3,268,191
0.31,329,191
0.32,370,191
0.33,177,191
0.34,411,191
0.35,424,191
0.36,449,191
0.37,442,191
0.38,431,191
0.39,408,191
0.4,434,191
0.41,378,191
0.42,377,191
0.43,349,191
0.44,211,191
0.45,334,191
0.46,340,191
0.47,305,191
0.48,307,191
0.49,287,191
0.5,259,191
0.51,245,191
0.52,230,191
0.53,218,191
0.54,166,191
0.55,143,191
0.56,73,191
0.57,97,191
0.58,83,191
0.59,67,191
0.6,49,191
0.61,52,191
0.62,42,191
0.63,28,191
0.64,35,191
0.65,28,191
0.66,23,191
0.67,11,191
0.68,14,191
0.69,7,191
0.7,6,191
0.71,14,191
0.72,10,191
0.73,3,191
0.74,5,191
0.75,2,191
0.76,4,191
0.77,4,191
0.78,0,191
0.79,2,191
0.8,2,191
0.2,8,192
0.21,18,192
0.22,35,192
0.23,49,192
0.24,50,192
0.25,46,192
0.26,122,192
0.27,170,192
0.28,198,192
0.29,250,192
0.3,244,192
0.31,331,192
0.32,361,192
0.33,370,192
0.34,423,192
0.35,419,192
0.36,454,192
0.37,216,192
0.38,435,192
0.39,400,192
0.4,432,192
0.41,385,192
0.42,370,192
0.43,368,192
0.44,376,192
0.45,332,192
0.46,330,192
0.47,306,192
0.48,302,192
0.49,270,192
0.5,133,192
0.51,247,192
0.52,241,192
0.53,216,192
0.54,180,192
0.55,146,192
0.56,140,192
0.57,85,192
0.58,88,192
0.59,55,192
0.6,50,192
0.61,52,192
0.62,35,192
0.63,15,192
0.64,29,192
0.65,35,192
0.66,20,192
0.67,27,192
0.68,10,192
0.69,5,192
0.7,7,192
0.71,16,192
0.72,7,192
0.73,4,192
0.74,4,192
0.75,1,192
0.76,3,192
0.77,5,192
0.78,1,192
0.79,2,192
0.8,2,192
0.2,9,193
0.21,15,193
0.22,34,193
0.23,44,193
0.24,51,193
0.25,93,193
0.26,143,193
0.27,173,193
0.28,215,193
0.29,129,193
0.3,235,193
0.31,329,193
0.32,342,193
0.33,365,193
0.34,416,193
0.35,434,193
0.36,446,193
0.37,411,193
0.38,443,193
0.39,414,193
0.4,408,193
0.41,375,193
0.42,368,193
0.43,192,193
0.44,361,193
0.45,355,193
0.46,322,193
0.47,310,193
0.48,290,193
0.49,298,193
0.5,241,193
0.51,249,193
0.52,241,193
0.53,200,193
0.54,172,193
0.55,149,193
0.56,120,193
0.57,48,193
0.58,77,193
0.59,68,193
0.6,57,193
0.61,49,193
0.62,43,193
0.63,27,193
0.64,31,193
0.65,27,193
0.66,26,193
0.67,21,193
0.68,10,193
0.69,6,193
0.7,7,193
0.71,5,193
0.72,15,193
0.73,4,193
0.74,5,193
0.75,1,193
0.76,4,193
0.77,4,193
0.78,2,193
0.79,1,193
0.8,2,193
0.2,9,194
0.21,14,194
0.22,33,194
0.23,40,194
0.24,53,194
0.25,81,194
0.26,146,194
0.27,157,194
0.28,200,194
0.29,246,194
0.3,259,194
0.31,339,194
0.32,359,194
0.33,180,194
0.34,412,194
0.35,420,194
0.36,434,194
0.37,428,194
0.38,425,194
0.39,420,194
0.4,405,194
0.41,388,194
0.42,366,194
0.43,381,194
0.44,365,194
0.45,338,194
0.46,313,194
0.47,304,194
0.48,288,194
0.49,280,194
0.5,121,194
0.51,245,194
0.52,241,194
0.53,209,194
0.54,180,194
0.55,160,194
0.56,124,194
0.57,94,194
0.58,88,194
0.59,54,194
0.6,55,194
0.61,52,194
0.62,32,194
0.63,28,194
0.64,38,194
0.65,22,194
0.66,25,194
0.67,6,194
0.68,18,194
0.69,7,194
0.7,7,194
0.71,12,194
0.72,10,194
0.73,4,194
0.74,5,194
0.75,2,194
0.76,3,194
0.77,4,194
0.78,2,194
0.79,2,194
0.8,1,194
0.2,6,195
0.21,12,195
0.22,28,195
0.23,42,195
0.24,48,195
0.25,78,195
0.26,139,195
0.27,146,195
0.28,198,195
0.29,245,195
0.3,249,195
0.31,320,195
0.32,362,195
0.33,372,195
0.34,399,195
0.35,443,195
0.36,425,195
0.37,423,195
0.38,436,195
0.39,408,195
0.4,193,195
0.41,404,195
0.42,335,195
0.43,406,195
0.44,361,195
0.45,343,195
0.46,323,195
0.47,300,195
0.48,278,195
0.49,296,195
0.5,248,195
0.51,252,195
0.52,228,195
0.53,203,195
0.54,169,195
0.55,154,195
0.56,116,195
0.57,84,195
0.58,83,195
0.59,53,195
0.6,25,195
0.61,49,195
0.62,47,195
0.63,26,195
0.64,34,195
0.65,28,195
0.66,20,195
0.67,22,195
0.68,15,195
0.69,6,195
0.7,6,195
0.71,15,195
0.72,7,195
0.73,5,195
0.74,4,195
0.75,2,195
0.76,4,195
0.77,3,195
0.78,2,195
0.79,2,195
0.8,1,195
0.2,11,196
0.21,16,196
0.22,31,196
0.23,41,196
0.24,62,196
0.25,40,196
0.26,126,196
0.27,146,196
0.28,193,196
0.29,238,196
0.3,243,196
0.31,304,196
0.32,363,196
0.33,369,196
0.34,382,196
0.35,456,196
0.36,425,196
0.37,431,196
0.38,403,196
0.39,421,196
0.4,390,196
0.41,384,196
0.42,367,196
0.43,387,196
0.44,347,196
0.45,347,196
0.46,305,196
0.47,283,196
0.48,302,196
0.49,276,196
0.5,121,196
0.51,240,196
0.52,230,196
0.53,213,196
0.54,181,196
0.55,154,196
0.56,131,196
0.57,96,196
0.58,83,196
0.59,51,196
0.6,53,196
0.61,55,196
0.62,38,196
0.63,27,196
0.64,35,196
0.65,24,196
0.66,21,196
0.67,24,196
0.68,10,196
0.69,5,196
0.7,7,196
0.71,14,196
0.72,8,196
0.73,4,196
0.74,5,196
0.75,0,196
0.76,3,196
0.77,5,196
0.78,1,196
0.79,3,196
0.8,1,196
0.2,11,197
0.21,14,197
0.22,31,197
0.23,35,197
0.24,64,197
0.25,87,197
0.26,140,197
0.27,156,197
0.28,206,197
0.29,246,197
0.3,261,197
0.31,318,197
0.32,373,197
0.33,184,197
0.34,380,197
0.35,431,197
0.36,421,197
0.37,433,197
0.38,403,197
0.39,416,197
0.4,396,197
0.41,401,197
0.42,351,197
0.43,383,197
0.44,370,197
0.45,339,197
0.46,318,197
0.47,280,197
0.48,296,197
0.49,283,197
0.5,244,197
0.51,240,197
0.52,227,197
0.53,204,197
0.54,170,197
0.55,146,197
0.56,130,197
0.57,88,197
0.58,76,197
0.59,55,197
0.6,48,197
0.61,55,197
0.62,32,197
0.63,30,197
0.64,31,197
0.65,24,197
0.66,20,197
0.67,12,197
0.68,16,197
0.69,7,197
0.7,6,197
0.71,12,197
0.72,11,197
0.73,3,197
0.74,4,197
0.75,4,197
0.76,2,197
0.77,5,197
0.78,1,197
0.79,3,197
0.8,1,197
0.2,10,198
0.21,15,198
0.22,27,198
0.23,36,198
0.24,59,198
0.25,77,198
0.26,136,198
0.27,160,198
0.28,192,198
0.29,251,198
0.3,247,198
0.31,307,198
0.32,369,198
0.33,359,198
0.34,386,198
0.35,454,198
0.36,404,198
0.37,424,198
0.38,422,198
0.39,394,198
0.4,404,198
0.41,374,198
0.42,349,198
0.43,391,198
0.44,363,198
0.45,329,198
0.46,301,198
0.47,299,198
0.48,293,198
0.49,260,198
0.5,125,198
0.51,235,198
0.52,232,198
0.53,204,198
0.54,189,198
0.55,143,198
0.56,138,198
0.57,99,198
0.58,74,198
0.59,59,198
0.6,50,198
0.61,55,198
0.62,42,198
0.63,23,198
0.64,35,198
0.65,25,198
0.66,21,198
0.67,23,198
0.68,12,198
0.69,7,198
0.7,6,198
0.71,12,198
0.72,10,198
0.73,4,198
0.74,4,198
0.75,3,198
0.76,2,198
0.77,5,198
0.78,2,198
0.79,3,198
0.8,0,198
0.2,8,199
0.21,14,199
0.22,27,199
0.23,33,199
0.24,55,199
0.25,72,199
0.26,125,199
0.27,160,199
0.28,179,199
0.29,237,199
0.3,250,199
0.31,303,199
0.32,355,199
0.33,364,199
0.34,369,199
0.35,452,199
0.36,404,199
0.37,422,199
0.38,428,199
0.39,389,199
0.4,396,199
0.41,396,199
0.42,332,199
0.43,403,199
0.44,367,199
0.45,336,199
0.46,305,199
0.47,288,199
0.48,297,199
0.49,271,199
0.5,250,199
0.51,217,199
0.52,236,199
0.53,191,199
0.54,183,199
0.55,139,199
0.56,131,199
0.57,87,199
0.58,73,199
0.59,56,199
0.6,51,199
0.61,54,199
0.62,34,199
0.63,30,199
0.64,31,199
0.65,26,199
0.66,16,199
0.67,26,199
0.68,10,199
0.69,7,199
0.7,6,199
0.71,13,199
0.72,7,199
0.73,5,199
0.74,3,199
0.75,3,199
0.76,3,199
0.77,4,199
0.78,2,199
0.79,3,199
0.8,0,199
0.2,13,200
0.21,8,200
0.22,41,200
0.23,42,200
0.24,51,200
0.25,42,200
0.26,187,200
0.27,87,200
0.28,270,200
0.29,125,200
0.3,395,200
0.31,143,200
0.32,520,200
0.33,185,200
0.34,565,200
0.35,241,200
0.36,634,200
0.37,205,200
0.38,609,200
0.39,196,200
0.4,406,200
0.41,400,200
0.42,524,200
0.43,200,200
0.44,541,200
0.45,161,200
0.46,325,200
0.47,275,200
0.48,454,200
0.49,143,200
0.5,359,200
0.51,106,200
0.52,340,200
0.53,89,200
0.54,264,200
0.55,70,200
0.56,190,200
0.57,47,200
0.58,103,200
0.59,29,200
0.6,77,200
0.61,29,200
0.62,54,200
0.63,16,200
0.64,46,200
0.65,8,200
0.66,38,200
0.67,8,200
0.68,16,200
0.69,7,200
0.7,10,200
0.71,5,200
0.72,13,200
0.73,2,200
0.74,7,200
0.75,2,200
0.76,5,200
0.77,0,200
0.78,5,200
0.79,2,200
0.8,0,200
0.2,9,201
0.21,19,201
0.22,28,201
0.23,38,201
0.24,53,201
0.25,78,201
0.26,140,201
0.27,161,201
0.28,189,201
0.29,240,201
0.3,248,201
0.31,330,201
0.32,321,201
0.33,364,201
0.34,382,201
0.35,448,201
0.36,423,201
0.37,403,201
0.38,412,201
0.39,400,201
0.4,392,201
0.41,386,201
0.42,351,201
0.43,398,201
0.44,352,201
0.45,325,201
0.46,313,201
0.47,274,201
0.48,302,201
0.49,268,201
0.5,242,201
0.51,210,201
0.52,243,201
0.53,191,201
0.54,167,201
0.55,150,201
0.56,128,201
0.57,92,201
0.58,68,201
0.59,62,201
0.6,49,201
0.61,54,201
0.62,30,201
0.63,30,201
0.64,39,201
0.65,16,201
0.66,24,201
0.67,21,201
0.68,13,201
0.69,7,201
0.7,6,201
0.71,12,201
0.72,9,201
0.73,3,201
0.74,6,201
0.75,3,201
0.76,3,201
0.77,3,201
0.78,2,201
0.79,4,201
0.8,0,201
0.2,7,202
0.21,19,202
0.22,27,202
0.23,35,202
0.24,53,202
0.25,72,202
0.26,126,202
0.27,162,202
0.28,181,202
0.29,232,202
0.3,250,202
0.31,314,202
0.32,325,202
0.33,350,202
0.34,391,202
0.35,411,202
0.36,429,202
0.37,409,202
0.38,417,202
0.39,408,202
0.4,391,202
0.41,386,202
0.42,349,202
0.43,382,202
0.44,369,202
0.45,331,202
0.46,308,202
0.47,280,202
0.48,296,202
0.49,275,202
0.5,350,202
0.51,235,202
0.52,217,202
0.53,185,202
0.54,169,202
0.55,142,202
0.56,120,202
0.57,89,202
0.58,59,202
0.59,64,202
0.6,45,202
0.61,49,202
0.62,30,202
0.63,28,202
0.64,38,202
0.65,19,202
0.66,22,202
0.67,22,202
0.68,8,202
0.69,8,202
0.7,7,202
0.71,14,202
0.72,6,202
0.73,3,202
0.74,6,202
0.75,2,202
0.76,4,202
0.77,3,202
0.78,1,202
0.79,4,202
0.8,0,202
0.2,5,203
0.21,17,203
0.22,28,203
0.23,29,203
0.24,53,203
0.25,67,203
0.26,121,203
0.27,152,203
0.28,184,203
0.29,220,203
0.3,248,203
0.31,292,203
0.32,334,203
0.33,526,203
0.34,397,203
0.35,436,203
0.36,424,203
0.37,389,203
0.38,413,203
0.39,396,203
0.4,382,203
0.41,397,203
0.42,341,203
0.43,378,203
0.44,363,203
0.45,326,203
0.46,290,203
0.47,294,203
0.48,281,203
0.49,267,203
0.5,234,203
0.51,223,203
0.52,236,203
0.53,194,203
0.54,149,203
0.55,166,203
0.56,121,203
0.57,96,203
0.58,64,203
0.59,62,203
0.6,54,203
0.61,48,203
0.62,34,203
0.63,31,203
0.64,33,203
0.65,23,203
0.66,18,203
0.67,35,203
0.68,7,203
0.69,7,203
0.7,7,203
0.71,15,203
0.72,4,203
0.73,5,203
0.74,4,203
0.75,3,203
0.76,3,203
0.77,3,203
0.78,1,203
0.79,4,203
0.8,0,203
0.2,4,204
0.21,17,204
0.22,26,204
0.23,27,204
0.24,50,204
0.25,104,204
0.26,142,204
0.27,164,204
0.28,192,204
0.29,234,204
0.3,258,204
0.31,307,204
0.32,337,204
0.33,346,204
0.34,389,204
0.35,442,204
0.36,413,204
0.37,392,204
0.38,415,204
0.39,393,204
0.4,383,204
0.41,401,204
0.42,343,204
0.43,372,204
0.44,369,204
0.45,322,204
0.46,295,204
0.47,291,204
0.48,290,204
0.49,266,204
0.5,354,204
0.51,232,204
0.52,211,204
0.53,187,204
0.54,161,204
0.55,149,204
0.56,118,204
0.57,87,204
0.58,66,204
0.59,62,204
0.6,46,204
0.61,46,204
0.62,33,204
0.63,32,204
0.64,31,204
0.65,22,204
0.66,23,204
0.67,23,204
0.68,9,204
0.69,6,204
0.7,6,204
0.71,14,204
0.72,8,204
0.73,1,204
0.74,7,204
0.75,6,204
0.76,4,204
0.77,1,204
0.78,3,204
0.79,2,204
0.8,0,204
0.2,12,205
0.21,16,205
0.22,28,205
0.23,37,205
0.24,58,205
0.25,65,205
0.26,136,205
0.27,149,205
0.28,192,205
0.29,226,205
0.3,250,205
0.31,304,205
0.32,335,205
0.33,335,205
0.34,388,205
0.35,427,205
0.36,409,205
0.37,409,205
0.38,408,205
0.39,389,205
0.4,571,205
0.41,394,205
0.42,353,205
0.43,355,205
0.44,370,205
0.45,327,205
0.46,274,205
0.47,285,205
0.48,300,205
0.49,254,205
0.5,230,205
0.51,219,205
0.52,238,205
0.53,183,205
0.54,163,205
0.55,155,205
0.56,123,205
0.57,97,205
0.58,68,205
0.59,57,205
0.6,79,205
0.61,44,205
0.62,30,205
0.63,33,205
0.64,30,205
0.65,18,205
0.66,25,205
0.67,22,205
0.68,8,205
0.69,5,205
0.7,8,205
0.71,15,205
0.72,6,205
0.73,2,205
0.74,6,205
0.75,3,205
0.76,3,205
0.77,4,205
0.78,2,205
0.79,3,205
0.8,0,205
0.2,10,206
0.21,14,206
0.22,26,206
0.23,36,206
0.24,56,206
0.25,60,206
0.26,126,206
0.27,145,206
0.28,188,206
0.29,222,206
0.3,251,206
0.31,275,206
0.32,342,206
0.33,521,206
0.34,375,206
0.35,444,206
0.36,413,206
0.37,394,206
0.38,394,206
0.39,398,206
0.4,376,206
0.41,396,206
0.42,350,206
0.43,365,206
0.44,365,206
0.45,316,206
0.46,303,206
0.47,282,206
0.48,296,206
0.49,256,206
0.5,344,206
0.51,231,206
0.52,217,206
0.53,182,206
0.54,162,206
0.55,139,206
0.56,115,206
0.57,95,206
0.58,68,206
0.59,55,206
0.6,51,206
0.61,41,206
0.62,38,206
0.63,27,206
0.64,35,206
0.65,25,206
0.66,19,206
0.67,34,206
0.68,6,206
0.69,4,206
0.7,9,206
0.71,13,206
0.72,6,206
0.73,2,206
0.74,6,206
0.75,4,206
0.76,3,206
0.77,3,206
0.78,2,206
0.79,3,206
0.8,0,206
0.2,6,207
0.21,16,207
0.22,26,207
0.23,30,207
0.24,60,207
0.25,59,207
0.26,116,207
0.27,136,207
0.28,187,207
0.29,329,207
0.3,247,207
0.31,309,207
0.32,341,207
0.33,337,207
0.34,376,207
0.35,442,207
0.36,418,207
0.37,379,207
0.38,414,207
0.39,374,207
0.4,400,207
0.41,383,207
0.42,353,207
0.43,540,207
0.44,365,207
0.45,303,207
0.46,292,207
0.47,289,207
0.48,284,207
0.49,252,207
0.5,220,207
0.51,233,207
0.52,224,207
0.53,177,207
0.54,169,207
0.55,151,207
0.56,124,207
0.57,138,207
0.58,63,207
0.59,56,207
0.6,53,207
0.61,37,207
0.62,33,207
0.63,25,207
0.64,36,207
0.65,23,207
0.66,20,207
0.67,21,207
0.68,13,207
0.69,3,207
0.7,8,207
0.71,17,207
0.72,5,207
0.73,3,207
0.74,5,207
0.75,4,207
0.76,4,207
0.77,3,207
0.78,1,207
0.79,3,207
0.8,0,207
0.2,6,208
0.21,14,208
0.22,24,208
0.23,31,208
0.24,54,208
0.25,100,208
0.26,120,208
0.27,161,208
0.28,192,208
0.29,224,208
0.3,248,208
0.31,292,208
0.32,344,208
0.33,317,208
0.34,383,208
0.35,417,208
0.36,428,208
0.37,398,208
0.38,592,208
0.39,390,208
0.4,380,208
0.41,368,208
0.42,358,208
0.43,357,208
0.44,370,208
0.45,310,208
0.46,290,208
0.47,301,208
0.48,282,208
0.49,252,208
0.5,341,208
0.51,226,208
0.52,212,208
0.53,169,208
0.54,172,208
0.55,138,208
0.56,126,208
0.57,92,208
0.58,68,208
0.59,56,208
0.6,50,208
0.61,39,208
0.62,52,208
0.63,29,208
0.64,33,208
0.65,22,208
0.66,24,208
0.67,17,208
0.68,10,208
0.69,5,208
0.7,9,208
0.71,10,208
0.72,8,208
0.73,3,208
0.74,5,208
0.75,5,208
0.76,4,208
0.77,3,208
0.78,3,208
0.79,1,208
0.8,0,208
0.2,5,209
0.21,13,209
0.22,37,209
0.23,41,209
0.24,58,209
0.25,62,209
0.26,112,209
0.27,153,209
0.28,193,209
0.29,221,209
0.3,243,209
0.31,278,209
0.32,334,209
0.33,497,209
0.34,408,209
0.35,403,209
0.36,424,209
0.37,390,209
0.38,380,209
0.39,398,209
0.4,395,209
0.41,362,209
0.42,366,209
0.43,346,209
0.44,536,209
0.45,311,209
0.46,291,209
0.47,288,209
0.48,281,209
0.49,246,209
0.5,216,209
0.51,215,209
0.52,218,209
0.53,180,209
0.54,181,209
0.55,151,209
0.56,180,209
0.57,86,209
0.58,56,209
0.59,58,209
0.6,48,209
0.61,41,209
0.62,33,209
0.63,28,209
0.64,36,209
0.65,23,209
0.66,19,209
0.67,29,209
0.68,10,209
0.69,5,209
0.7,9,209
0.71,11,209
0.72,7,209
0.73,2,209
0.74,5,209
0.75,4,209
0.76,4,209
0.77,4,209
0.78,3,209
0.79,1,209
0.8,0,209
0.2,9,210
0.21,14,210
0.22,27,210
0.23,37,210
0.24,58,210
0.25,62,210
0.26,107,210
0.27,137,210
0.28,182,210
0.29,219,210
0.3,370,210
0.31,304,210
0.32,312,210
0.33,347,210
0.34,381,210
0.35,410,210
0.36,423,210
0.37,408,210
0.38,372,210
0.39,387,210
0.4,585,210
0.41,368,210
0.42,356,210
0.43,353,210
0.44,362,210
0.45,308,210
0.46,280,210
0.47,307,210
0.48,277,210
0.49,249,210
0.5,339,210
0.51,207,210
0.52,217,210
0.53,179,210
0.54,162,210
0.55,147,210
0.56,126,210
0.57,86,210
0.58,68,210
0.59,52,210
0.6,78,210
0.61,35,210
0.62,31,210
0.63,35,210
0.64,33,210
0.65,21,210
0.66,17,210
0.67,23,210
0.68,12,210
0.69,6,210
0.7,10,210
0.71,11,210
0.72,7,210
0.73,3,210
0.74,3,210
0.75,4,210
0.76,4,210
0.77,4,210
0.78,1,210
0.79,3,210
0.8,0,210
0.2,7,211
0.21,12,211
0.22,26,211
0.23,36,211
0.24,57,211
0.25,58,211
0.26,95,211
0.27,233,211
0.28,183,211
0.29,238,211
0.3,239,211
0.31,285,211
0.32,317,211
0.33,341,211
0.34,374,211
0.35,411,211
0.36,619,211
0.37,403,211
0.38,362,211
0.39,385,211
0.4,406,211
0.41,354,211
0.42,372,211
0.43,319,211
0.44,370,211
0.45,481,211
0.46,277,211
0.47,305,211
0.48,266,211
0.49,247,211
0.5,217,211
0.51,211,211
0.52,212,211
0.53,181,211
0.54,176,211
0.55,221,211
0.56,106,211
0.57,92,211
0.58,54,211
0.59,57,211
0.6,53,211
0.61,35,211
0.62,36,211
0.63,33,211
0.64,45,211
0.65,21,211
0.66,21,211
0.67,21,211
0.68,8,211
0.69,6,211
0.7,6,211
0.71,9,211
0.72,11,211
0.73,5,211
0.74,4,211
0.75,3,211
0.76,4,211
0.77,5,211
0.78,0,211
0.79,3,211
0.8,0,211
0.2,8,212
0.21,11,212
0.22,24,212
0.23,36,212
0.24,46,212
0.25,105,212
0.26,107,212
0.27,157,212
0.28,184,212
0.29,212,212
0.3,260,212
0.31,272,212
0.32,312,212
0.33,514,212
0.34,370,212
0.35,443,212
0.36,383,212
0.37,408,212
0.38,361,212
0.39,405,212
0.4,387,212
0.41,354,212
0.42,538,212
0.43,348,212
0.44,367,212
0.45,309,212
0.46,281,212
0.47,295,212
0.48,276,212
0.49,260,212
0.5,322,212
0.51,199,212
0.52,214,212
0.53,176,212
0.54,171,212
0.55,139,212
0.56,130,212
0.57,91,212
0.58,86,212
0.59,59,212
0.6,50,212
0.61,30,212
0.62,34,212
0.63,34,212
0.64,33,212
0.65,22,212
0.66,20,212
0.67,31,212
0.68,8,212
0.69,5,212
0.7,5,212
0.71,14,212
0.72,7,212
0.73,3,212
0.74,3,212
0.75,6,212
0.76,3,212
0.77,5,212
0.78,0,212
0.79,3,212
0.8,0,212
0.2,8,213
0.21,10,213
0.22,19,213
0.23,60,213
0.24,54,213
0.25,65,213
0.26,97,213
0.27,160,213
0.28,173,213
0.29,212,213
0.3,251,213
0.31,412,213
0.32,317,213
0.33,351,213
0.34,370,213
0.35,426,213
0.36,385,213
0.37,413,213
0.38,563,213
0.39,378,213
0.4,384,213
0.41,348,213
0.42,361,213
0.43,347,213
0.44,368,213
0.45,313,213
0.46,433,213
0.47,308,213
0.48,253,213
0.49,245,213
0.5,213,213
0.51,212,213
0.52,206,213
0.53,178,213
0.54,253,213
0.55,143,213
0.56,115,213
0.57,91,213
0.58,54,213
0.59,55,213
0.6,53,213
0.61,37,213
0.62,47,213
0.63,38,213
0.64,25,213
0.65,21,213
0.66,21,213
0.67,23,213
0.68,10,213
0.69,9,213
0.7,6,213
0.71,13,213
0.72,7,213
0.73,3,213
0.74,3,213
0.75,4,213
0.76,3,213
0.77,6,213
0.78,1,213
0.79,2,213
0.8,0,213
0.2,7,214
0.21,14,214
0.22,29,214
0.23,43,214
0.24,48,214
0.25,67,214
0.26,88,214
0.27,157,214
0.28,160,214
0.29,321,214
0.3,249,214
0.31,289,214
0.32,316,214
0.33,342,214
0.34,364,214
0.35,386,214
0.36,631,214
0.37,395,214
0.38,356,214
0.39,385,214
0.4,379,214
0.41,363,214
0.42,356,214
0.43,534,214
0.44,339,214
0.45,319,214
0.46,278,214
0.47,301,214
0.48,255,214
0.49,255,214
0.5,329,214
0.51,197,214
0.52,215,214
0.53,173,214
0.54,167,214
0.55,150,214
0.56,126,214
0.57,126,214
0.58,50,214
