gc,target,w
0.58,70,128
0.59,128,128
0.6,50,128
0.61,35,128
0.62,82,128
0.63,38,128
0.64,35,128
0.65,16,128
0.66,43,128
0.67,11,128
0.68,7,128
0.69,13,128
0.7,19,128
0.71,6,128
0.72,13,128
0.73,6,128
0.74,3,128
0.75,3,128
0.76,1,128
0.77,4,128
0.78,1,128
0.79,6,128
0.8,1,128
0.2,19,129
0.21,28,129
0.22,56,129
0.23,59,129
0.24,63,129
0.25,84,129
0.26,240,129
0.27,143,129
0.28,137,129
0.29,358,129
0.3,231,129
0.31,247,129
0.32,243,129
0.33,563,129
0.34,300,129
0.35,294,129
0.36,626,129
0.37,301,129
0.38,303,129
0.39,314,129
0.4,557,129
0.41,256,129
0.42,265,129
0.43,501,129
0.44,250,129
0.45,213,129
0.46,221,129
0.47,440,129
0.48,212,129
0.49,192,129
0.5,432,129
0.51,184,129
0.52,158,129
0.53,304,129
0.54,135,129
0.55,128,129
0.56,113,129
0.57,182,129
0.58,66,129
0.59,69,129
0.6,89,129
0.61,39,129
0.62,41,129
0.63,37,129
0.64,64,129
0.65,25,129
0.66,14,129
0.67,26,129
0.68,10,129
0.69,11,129
0.7,11,129
0.71,14,129
0.72,10,129
0.73,4,129
0.74,7,129
0.75,1,129
0.76,1,129
0.77,3,129
0.78,5,129
0.79,3,129
0.8,0,129
0.2,23,130
0.21,24,130
0.22,51,130
0.23,58,130
0.24,62,130
0.25,171,130
0.26,125,130
0.27,143,130
0.28,294,130
0.29,183,130
0.3,216,130
0.31,247,130
0.32,494,130
0.33,298,130
0.34,274,130
0.35,627,130
0.36,295,130
0.37,311,130
0.38,612,130
0.39,279,130
0.4,280,130
0.41,261,130
0.42,519,130
0.43,252,130
0.44,251,130
0.45,433,130
0.46,223,130
0.47,211,130
0.48,408,130
0.49,210,130
0.5,224,130
0.51,189,130
0.52,326,130
0.53,147,130
0.54,148,130
0.55,254,130
0.56,108,130
0.57,85,130
0.58,148,130
0.59,53,130
0.6,39,130
0.61,46,130
0.62,73,130
0.63,46,130
0.64,33,130
0.65,41,130
0.66,15,130
0.67,17,130
0.68,16,130
0.69,13,130
0.7,9,130
0.71,7,130
0.72,17,130
0.73,2,130
0.74,5,130
0.75,3,130
0.76,1,130
0.77,3,130
0.78,6,130
0.79,2,130
0.8,1,130
0.2,21,131
0.21,45,131
0.22,32,131
0.23,50,131
0.24,117,131
0.25,94,131
0.26,125,131
0.27,262,131
0.28,153,131
0.29,174,131
0.3,222,131
0.31,454,131
0.32,251,131
0.33,303,131
0.34,554,131
0.35,324,131
0.36,294,131
0.37,605,131
0.38,307,131
0.39,316,131
0.4,528,131
0.41,260,131
0.42,260,131
0.43,238,131
0.44,476,131
0.45,219,131
0.46,230,131
0.47,429,131
0.48,199,131
0.49,188,131
0.5,432,131
0.51,178,131
0.52,166,131
0.53,294,131
0.54,133,131
0.55,137,131
0.56,203,131
0.57,79,131
0.58,79,131
0.59,58,131
0.6,90,131
0.61,40,131
0.62,42,131
0.63,79,131
0.64,26,131
0.65,16,131
0.66,37,131
0.67,14,131
0.68,11,131
0.69,20,131
0.7,7,131
0.71,7,131
0.72,8,131
0.73,11,131
0.74,4,131
0.75,1,131
0.76,3,131
0.77,2,131
0.78,3,131
0.79,5,131
0.8,1,131
0.2,39,132
0.21,27,132
0.22,29,132
0.23,97,132
0.24,63,132
0.25,78,132
0.26,119,132
0.27,259,132
0.28,156,132
0.29,144,132
0.3,436,132
0.31,221,132
0.32,255,132
0.33,547,132
0.34,281,132
0.35,324,132
0.36,606,132
0.37,288,132
0.38,306,132
0.39,581,132
0.4,283,132
0.41,238,132
0.42,511,132
0.43,262,132
0.44,221,132
0.45,451,132
0.46,199,132
0.47,225,132
0.48,401,132
0.49,212,132
0.5,204,132
0.51,200,132
0.52,312,132
0.53,157,132
0.54,145,132
0.55,266,132
0.56,93,132
0.57,77,132
0.58,150,132
0.59,55,132
0.6,46,132
0.61,78,132
0.62,41,132
0.63,33,132
0.64,61,132
0.65,17,132
0.66,25,132
0.67,24,132
0.68,9,132
0.69,8,132
0.7,18,132
0.71,6,132
0.72,10,132
0.73,8,132
0.74,4,132
0.75,1,132
0.76,1,132
0.77,4,132
0.78,3,132
0.79,5,132
0.8,2,132
0.2,37,133
0.21,26,133
0.22,23,133
0.23,94,133
0.24,62,133
0.25,58,133
0.26,245,133
0.27,118,133
0.28,153,133
0.29,335,133
0.3,219,133
0.31,219,133
0.32,511,133
0.33,264,133
0.34,295,133
0.35,609,133
0.36,299,133
0.37,297,133
0.38,616,133
0.39,283,133
0.4,267,133
0.41,504,133
0.42,264,133
0.43,247,133
0.44,447,133
0.45,229,133
0.46,212,133
0.47,422,133
0.48,203,133
0.49,186,133
0.5,428,133
0.51,170,133
0.52,164,133
0.53,300,133
0.54,134,133
0.55,139,133
0.56,200,133
0.57,78,133
0.58,68,133
0.59,115,133
0.6,42,133
0.61,36,133
0.62,82,133
0.63,36,133
0.64,28,133
0.65,40,133
0.66,21,133
0.67,10,133
0.68,24,133
0.69,10,133
0.7,8,133
0.71,12,133
0.72,9,133
0.73,6,133
0.74,4,133
0.75,2,133
0.76,1,133
0.77,3,133
0.78,3,133
0.79,5,133
0.8,2,133
0.2,24,134
0.21,22,134
0.22,59,134
0.23,49,134
0.24,51,134
0.25,168,134
0.26,136,134
0.27,109,134
0.28,292,134
0.29,182,134
0.3,202,134
0.31,466,134
0.32,245,134
0.33,262,134
0.34,572,134
0.35,323,134
0.36,286,134
0.37,587,134
0.38,306,134
0.39,308,134
0.4,528,134
0.41,245,134
0.42,263,134
0.43,476,134
0.44,227,134
0.45,215,134
0.46,441,134
0.47,198,134
0.48,214,134
0.49,403,134
0.5,196,134
0.51,371,134
0.52,152,134
0.53,144,134
0.54,281,134
0.55,129,134
0.56,100,134
0.57,153,134
0.58,63,134
0.59,56,134
0.6,83,134
0.61,37,134
0.62,43,134
0.63,73,134
0.64,25,134
0.65,17,134
0.66,36,134
0.67,9,134
0.68,14,134
0.69,19,134
0.7,8,134
0.71,7,134
0.72,16,134
0.73,4,134
0.74,2,134
0.75,4,134
0.76,1,134
0.77,2,134
0.78,7,134
0.79,3,134
0.8,1,134
0.2,22,135
0.21,42,135
0.22,33,135
0.23,50,135
0.24,113,135
0.25,82,135
0.26,129,135
0.27,247,135
0.28,150,135
0.29,173,135
0.3,398,135
0.31,233,135
0.32,251,135
0.33,547,135
0.34,262,135
0.35,322,135
0.36,576,135
0.37,291,135
0.38,303,135
0.39,592,135
0.4,253,135
0.41,507,135
0.42,250,135
0.43,247,135
0.44,430,135
0.45,238,135
0.46,205,135
0.47,414,135
0.48,191,135
0.49,213,135
0.5,402,135
0.51,183,135
0.52,144,135
0.53,310,135
0.54,139,135
0.55,130,135
0.56,205,135
0.57,70,135
0.58,72,135
0.59,104,135
0.6,48,135
0.61,78,135
0.62,37,135
0.63,42,135
0.64,47,135
0.65,22,135
0.66,17,135
0.67,20,135
0.68,15,135
0.69,9,135
0.7,15,135
0.71,11,135
0.72,8,135
0.73,7,135
0.74,2,135
0.75,3,135
0.76,2,135
0.77,2,135
0.78,3,135
0.79,8,135
0.8,0,135
0.2,20,136
0.21,40,136
0.22,31,136
0.23,41,136
0.24,100,136
0.25,91,136
0.26,230,136
0.27,127,136
0.28,137,136
0.29,360,136
0.3,200,136
0.31,213,136
0.32,480,136
0.33,282,136
0.34,279,136
0.35,606,136
0.36,281,136
0.37,295,136
0.38,604,136
0.39,291,136
0.4,506,136
0.41,270,136
0.42,250,136
0.43,467,136
0.44,211,136
0.45,221,136
0.46,421,136
0.47,209,136
0.48,202,136
0.49,408,136
0.5,193,136
0.51,353,136
0.52,148,136
0.53,158,136
0.54,287,136
0.55,121,136
0.56,107,136
0.57,141,136
0.58,69,136
0.59,49,136
0.6,85,136
0.61,39,136
0.62,75,136
0.63,43,136
0.64,21,136
0.65,43,136
0.66,13,136
0.67,11,136
0.68,22,136
0.69,12,136
0.7,7,136
0.71,17,136
0.72,8,136
0.73,3,136
0.74,7,136
0.75,1,136
0.76,3,136
0.77,1,136
0.78,3,136
0.79,7,136
0.8,0,136
0.2,42,137
0.21,19,137
0.22,24,137
0.23,88,137
0.24,50,137
0.25,75,137
0.26,219,137
0.27,130,137
0.28,290,137
0.29,189,137
0.3,197,137
0.31,443,137
0.32,227,137
0.33,267,137
0.34,576,137
0.35,280,137
0.36,587,137
0.37,306,137
0.38,309,137
0.39,557,137
0.4,237,137
0.41,263,137
0.42,499,137
0.43,230,137
0.44,230,137
0.45,432,137
0.46,218,137
0.47,394,137
0.48,189,137
0.49,194,137
0.5,408,137
0.51,177,137
0.52,164,137
0.53,290,137
0.54,147,137
0.55,242,137
0.56,85,137
0.57,71,137
0.58,126,137
0.59,51,137
0.6,43,137
0.61,76,137
0.62,44,137
0.63,36,137
0.64,54,137
0.65,15,137
0.66,37,137
0.67,9,137
0.68,11,137
0.69,20,137
0.7,12,137
0.71,2,137
0.72,17,137
0.73,3,137
0.74,8,137
0.75,0,137
0.76,1,137
0.77,3,137
0.78,3,137
0.79,4,137
0.8,3,137
0.2,40,138
0.21,14,138
0.22,60,138
0.23,43,138
0.24,51,138
0.25,165,138
0.26,109,138
0.27,126,138
0.28,268,138
0.29,199,138
0.3,383,138
0.31,217,138
0.32,233,138
0.33,526,138
0.34,294,138
0.35,276,138
0.36,584,138
0.37,315,138
0.38,595,138
0.39,268,138
0.4,252,138
0.41,500,138
0.42,255,138
0.43,473,138
0.44,197,138
0.45,222,138
0.46,414,138
0.47,196,138
0.48,207,138
0.49,392,138
0.5,204,138
0.51,359,138
0.52,142,138
0.53,143,138
0.54,292,138
0.55,118,138
0.56,98,138
0.57,158,138
0.58,65,138
0.59,87,138
0.6,45,138
0.61,39,138
0.62,78,138
0.63,38,138
0.64,45,138
0.65,15,138
0.66,21,138
0.67,23,138
0.68,10,138
0.69,10,138
0.7,18,138
0.71,7,138
0.72,14,138
0.73,1,138
0.74,6,138
0.75,3,138
0.76,0,138
0.77,2,138
0.78,5,138
0.79,3,138
0.8,3,138
0.2,28,139
0.21,16,139
0.22,53,139
0.23,44,139
0.24,106,139
0.25,86,139
0.26,113,139
0.27,249,139
0.28,130,139
0.29,374,139
0.3,190,139
0.31,201,139
0.32,486,139
0.33,259,139
0.34,280,139
0.35,559,139
0.36,306,139
0.37,599,139
0.38,306,139
0.39,268,139
0.4,514,139
0.41,242,139
0.42,488,139
0.43,244,139
0.44,213,139
0.45,424,139
0.46,207,139
0.47,393,139
0.48,209,139
0.49,180,139
0.5,401,139
0.51,177,139
0.52,162,139
0.53,288,139
0.54,148,139
0.55,226,139
0.56,90,139
0.57,81,139
0.58,131,139
0.59,44,139
0.6,81,139
0.61,39,139
0.62,36,139
0.63,70,139
0.64,20,139
0.65,38,139
0.66,19,139
0.67,13,139
0.68,19,139
0.69,10,139
0.7,10,139
0.71,15,139
0.72,9,139
0.73,5,139
0.74,5,139
0.75,1,139
0.76,1,139
0.77,2,139
0.78,5,139
0.79,3,139
0.8,3,139
0.2,24,140
0.21,36,140
0.22,31,140
0.23,42,140
0.24,103,140
0.25,75,140
0.26,217,140
0.27,141,140
0.28,117,140
0.29,360,140
0.3,191,140
0.31,406,140
0.32,259,140
0.33,254,140
0.34,551,140
0.35,277,140
0.36,574,140
0.37,301,140
0.38,300,140
0.39,547,140
0.4,260,140
0.41,495,140
0.42,233,140
0.43,242,140
0.44,440,140
0.45,222,140
0.46,403,140
0.47,180,140
0.48,213,140
0.49,384,140
0.5,201,140
0.51,353,140
0.52,150,140
0.53,133,140
0.54,289,140
0.55,106,140
0.56,186,140
0.57,78,140
0.58,66,140
0.59,95,140
0.6,41,140
0.61,75,140
0.62,40,140
0.63,35,140
0.64,44,140
0.65,22,140
0.66,31,140
0.67,12,140
0.68,10,140
0.69,19,140
0.7,8,140
0.71,18,140
0.72,6,140
0.73,3,140
0.74,7,140
0.75,1,140
0.76,1,140
0.77,4,140
0.78,2,140
0.79,6,140
0.8,1,140
0.2,21,141
0.21,31,141
0.22,34,141
0.23,77,141
0.24,55,141
0.25,76,141
0.26,208,141
0.27,131,141
0.28,264,141
0.29,183,141
0.3,388,141
0.31,222,141
0.32,233,141
0.33,497,141
0.34,284,141
0.35,566,141
0.36,294,141
0.37,286,141
0.38,598,141
0.39,253,141
0.4,490,141
0.41,286,141
0.42,220,141
0.43,485,141
0.44,214,141
0.45,413,141
0.46,197,141
0.47,187,141
0.48,394,141
0.49,205,141
0.5,384,141
0.51,174,141
0.52,305,141
0.53,151,141
0.54,146,141
0.55,210,141
0.56,93,141
0.57,144,141
0.58,69,141
0.59,44,141
0.6,90,141
0.61,32,141
0.62,75,141
0.63,28,141
0.64,24,141
0.65,41,141
0.66,7,141
0.67,32,141
0.68,10,141
0.69,10,141
0.7,14,141
0.71,13,141
0.72,11,141
0.73,5,141
0.74,5,141
0.75,2,141
0.76,0,141
0.77,4,141
0.78,2,141
0.79,6,141
0.8,1,141
0.2,34,142
0.21,16,142
0.22,27,142
0.23,77,142
0.24,45,142
0.25,155,142
0.26,113,142
0.27,253,142
0.28,134,142
0.29,172,142
0.3,371,142
0.31,224,142
0.32,466,142
0.33,257,142
0.34,257,142
0.35,567,142
0.36,299,142
0.37,562,142
0.38,314,142
0.39,522,142
0.4,233,142
0.41,280,142
0.42,468,142
0.43,235,142
0.44,426,142
0.45,198,142
0.46,401,142
0.47,204,142
0.48,186,142
0.49,392,142
0.5,184,142
0.51,351,142
0.52,164,142
0.53,136,142
0.54,273,142
0.55,116,142
0.56,183,142
0.57,65,142
0.58,130,142
0.59,44,142
0.6,49,142
0.61,69,142
0.62,33,142
0.63,61,142
0.64,32,142
0.65,29,142
0.66,12,142
0.67,16,142
0.68,20,142
0.69,10,142
0.7,15,142
0.71,10,142
0.72,7,142
0.73,8,142
0.74,5,142
0.75,2,142
0.76,1,142
0.77,3,142
0.78,3,142
0.79,1,142
0.8,5,142
0.2,30,143
0.21,15,143
0.22,59,143
0.23,33,143
0.24,112,143
0.25,81,143
0.26,102,143
0.27,250,143
0.28,129,143
0.29,345,143
0.3,174,143
0.31,449,143
0.32,231,143
0.33,242,143
0.34,521,143
0.35,295,143
0.36,581,143
0.37,262,143
0.38,612,143
0.39,244,143
0.4,230,143
0.41,508,143
0.42,243,143
0.43,449,143
0.44,213,143
0.45,414,143
0.46,206,143
0.47,182,143
0.48,381,143
0.49,213,143
0.5,367,143
0.51,176,143
0.52,300,143
0.53,168,143
0.54,137,143
0.55,207,143
0.56,84,143
0.57,147,143
0.58,69,143
0.59,92,143
0.6,49,143
0.61,29,143
0.62,67,143
0.63,29,143
0.64,56,143
0.65,11,143
0.66,29,143
0.67,17,143
0.68,8,143
0.69,20,143
0.7,7,143
0.71,19,143
0.72,4,143
0.73,8,143
0.74,4,143
0.75,1,143
0.76,2,143
0.77,1,143
0.78,5,143
0.79,2,143
0.8,4,143
0.2,15,144
0.21,17,144
0.22,55,144
0.23,29,144
0.24,103,144
0.25,78,144
0.26,214,144
0.27,122,144
0.28,270,144
0.29,184,144
0.3,174,144
0.31,423,144
0.32,227,144
0.33,500,144
0.34,249,144
0.35,574,144
0.36,282,144
0.37,289,144
0.38,581,144
0.39,268,144
0.4,492,144
0.41,235,144
0.42,493,144
0.43,221,144
0.44,416,144
0.45,215,144
0.46,191,144
0.47,388,144
0.48,195,144
0.49,373,144
0.5,197,144
0.51,339,144
0.52,165,144
0.53,305,144
0.54,111,144
0.55,95,144
0.56,191,144
0.57,70,144
0.58,131,144
0.59,44,144
0.6,79,144
0.61,37,144
0.62,64,144
0.63,22,144
0.64,32,144
0.65,34,144
0.66,15,144
0.67,28,144
0.68,8,144
0.69,19,144
0.7,5,144
0.71,13,144
0.72,10,144
0.73,6,144
0.74,6,144
0.75,0,144
0.76,3,144
0.77,1,144
0.78,4,144
0.79,2,144
0.8,3,144
0.2,15,145
0.21,35,145
0.22,29,145
0.23,74,145
0.24,52,145
0.25,70,145
0.26,204,145
0.27,118,145
0.28,263,145
0.29,162,145
0.3,375,145
0.31,201,145
0.32,468,145
0.33,248,145
0.34,534,145
0.35,278,145
0.36,287,145
0.37,576,145
0.38,269,145
0.39,541,145
0.4,263,145
0.41,472,145
0.42,252,145
0.43,427,145
0.44,205,145
0.45,213,145
0.46,385,145
0.47,188,145
0.48,397,145
0.49,189,145
0.5,373,145
0.51,187,145
0.52,308,145
0.53,154,145
0.54,221,145
0.55,102,145
0.56,101,145
0.57,140,145
0.58,69,145
0.59,95,145
0.6,39,145
0.61,72,145
0.62,32,145
0.63,59,145
0.64,23,145
0.65,14,145
0.66,28,145
0.67,18,145
0.68,20,145
0.69,10,145
0.7,15,145
0.71,13,145
0.72,6,145
0.73,7,145
0.74,5,145
0.75,0,145
0.76,2,145
0.77,2,145
0.78,2,145
0.79,5,145
0.8,2,145
0.2,14,146
0.21,28,146
0.22,32,146
0.23,67,146
0.24,53,146
0.25,140,146
0.26,107,146
0.27,246,146
0.28,129,146
0.29,338,146
0.3,179,146
0.31,201,146
0.32,451,146
0.33,249,146
0.34,520,146
0.35,276,146
0.36,562,146
0.37,307,146
0.38,553,146
0.39,246,146
0.4,496,146
0.41,240,146
0.42,487,146
0.43,199,146
0.44,212,146
0.45,421,146
0.46,187,146
0.47,381,146
0.48,185,146
0.49,378,146
0.5,191,146
0.51,355,146
0.52,150,146
0.53,297,146
0.54,101,146
0.55,213,146
0.56,81,146
0.57,74,146
0.58,126,146
0.59,58,146
0.6,64,146
0.61,39,146
0.62,60,146
0.63,33,146
0.64,44,146
0.65,18,146
0.66,27,146
0.67,18,146
0.68,17,146
0.69,9,146
0.7,7,146
0.71,18,146
0.72,6,146
0.73,8,146
0.74,3,146
0.75,1,146
0.76,2,146
0.77,4,146
0.78,0,146
0.79,5,146
0.8,2,146
0.2,22,147
0.21,19,147
0.22,52,147
0.23,33,147
0.24,116,147
0.25,74,147
0.26,95,147
0.27,240,147
0.28,132,147
0.29,318,147
0.3,173,147
0.31,401,147
0.32,232,147
0.33,474,147
0.34,271,147
0.35,555,147
0.36,291,147
0.37,552,147
0.38,278,147
0.39,534,147
0.4,239,147
0.41,482,147
0.42,242,147
0.43,221,147
0.44,396,147
0.45,221,147
0.46,386,147
0.47,182,147
0.48,393,147
0.49,183,147
0.5,358,147
0.51,195,147
0.52,301,147
0.53,155,147
0.54,219,147
0.55,104,147
0.56,164,147
0.57,80,147
0.58,52,147
0.59,109,147
0.6,39,147
0.61,68,147
0.62,31,147
0.63,57,147
0.64,22,147
0.65,34,147
0.66,14,147
0.67,29,147
0.68,9,147
0.69,19,147
0.7,5,147
0.71,16,147
0.72,6,147
0.73,10,147
0.74,2,147
0.75,0,147
0.76,2,147
0.77,3,147
0.78,2,147
0.79,2,147
0.8,4,147
0.2,24,148
0.21,15,148
0.22,47,148
0.23,35,148
0.24,102,148
0.25,73,148
0.26,200,148
0.27,123,148
0.28,270,148
0.29,163,148
0.3,362,148
0.31,180,148
0.32,475,148
0.33,222,148
0.34,546,148
0.35,275,148
0.36,567,148
0.37,287,148
0.38,249,148
0.39,536,148
0.4,263,148
0.41,481,148
0.42,230,148
0.43,431,148
0.44,209,148
0.45,408,148
0.46,193,148
0.47,367,148
0.48,184,148
0.49,388,148
0.5,190,148
0.51,346,148
0.52,147,148
0.53,282,148
0.54,121,148
0.55,202,148
0.56,81,148
0.57,137,148
0.58,61,148
0.59,93,148
0.6,37,148
0.61,66,148
0.62,27,148
0.63,28,148
0.64,49,148
0.65,20,148
0.66,28,148
0.67,14,148
0.68,19,148
0.69,10,148
0.7,15,148
0.71,4,148
0.72,15,148
0.73,4,148
0.74,8,148
0.75,0,148
0.76,3,148
0.77,2,148
0.78,2,148
0.79,2,148
0.8,4,148
0.2,15,149
0.21,36,149
0.22,24,149
0.23,67,149
0.24,55,149
0.25,68,149
0.26,198,149
0.27,117,149
0.28,261,149
0.29,158,149
0.3,343,149
0.31,181,149
0.32,454,149
0.33,224,149
0.34,526,149
0.35,271,149
0.36,561,149
0.37,281,149
0.38,546,149
0.39,262,149
0.4,483,149
0.41,258,149
0.42,448,149
0.43,216,149
0.44,417,149
0.45,208,149
0.46,373,149
0.47,197,149
0.48,366,149
0.49,197,149
0.5,370,149
0.51,166,149
0.52,304,149
0.53,148,149
0.54,230,149
0.55,106,149
0.56,166,149
0.57,75,149
0.58,115,149
0.59,49,149
0.6,70,149
0.61,36,149
0.62,50,149
0.63,36,149
0.64,41,149
0.65,18,149
0.66,25,149
0.67,13,149
0.68,19,149
0.69,11,149
0.7,12,149
0.71,9,149
0.72,11,149
0.73,5,149
0.74,5,149
0.75,0,149
0.76,2,149
0.77,3,149
0.78,1,149
0.79,4,149
0.8,2,149
0.2,11,150
0.21,34,150
0.22,24,150
0.23,65,150
0.24,43,150
0.25,145,150
0.26,111,150
0.27,224,150
0.28,139,150
0.29,301,150
0.3,181,150
0.31,400,150
0.32,214,150
0.33,464,150
0.34,274,150
0.35,558,150
0.36,257,150
0.37,558,150
0.38,263,150
0.39,520,150
0.4,232,150
0.41,510,150
0.42,212,150
0.43,420,150
0.44,216,150
0.45,408,150
0.46,196,150
0.47,371,150
0.48,163,150
0.49,396,150
0.5,194,150
0.51,325,150
0.52,152,150
0.53,282,150
0.54,110,150
0.55,205,150
0.56,85,150
0.57,144,150
0.58,49,150
0.59,97,150
0.6,34,150
0.61,74,150
0.62,26,150
0.63,50,150
0.64,20,150
0.65,43,150
0.66,10,150
0.67,25,150
0.68,9,150
0.69,19,150
0.7,5,150
0.71,15,150
0.72,5,150
0.73,11,150
0.74,3,150
0.75,0,150
0.76,2,150
0.77,3,150
0.78,1,150
0.79,4,150
0.8,3,150
0.2,10,151
0.21,30,151
0.22,22,151
0.23,65,151
0.24,36,151
0.25,135,151
0.26,213,151
0.27,109,151
0.28,285,151
0.29,151,151
0.3,342,151
0.31,216,151
0.32,450,151
0.33,225,151
0.34,510,151
0.35,289,151
0.36,553,151
0.37,258,151
0.38,544,151
0.39,242,151
0.4,484,151
0.41,254,151
0.42,451,151
0.43,202,151
0.44,417,151
0.45,205,151
0.46,374,151
0.47,200,151
0.48,351,151
0.49,198,151
0.5,372,151
0.51,161,151
0.52,301,151
0.53,142,151
0.54,229,151
0.55,97,151
0.56,174,151
0.57,76,151
0.58,110,151
0.59,49,151
0.6,70,151
0.61,39,151
0.62,52,151
0.63,31,151
0.64,41,151
0.65,24,151
0.66,25,151
0.67,13,151
0.68,19,151
0.69,13,151
0.7,10,151
0.71,7,151
0.72,12,151
0.73,7,151
0.74,7,151
0.75,2,151
0.76,3,151
0.77,0,151
0.78,1,151
0.79,4,151
0.8,3,151
0.2,20,152
0.21,14,152
0.22,48,152
0.23,39,152
0.24,90,152
0.25,65,152
0.26,204,152
0.27,109,152
0.28,263,152
0.29,168,152
0.3,320,152
0.31,200,152
0.32,433,152
0.33,249,152
0.34,466,152
0.35,299,152
0.36,542,152
0.37,274,152
0.38,534,152
0.39,491,152
0.4,247,152
0.41,478,152
0.42,223,152
0.43,429,152
0.44,204,152
0.45,398,152
0.46,189,152
0.47,372,152
0.48,180,152
0.49,369,152
0.5,186,152
0.51,331,152
0.52,152,152
0.53,261,152
0.54,123,152
0.55,208,152
0.56,83,152
0.57,145,152
0.58,52,152
0.59,95,152
0.6,35,152
0.61,67,152
0.62,54,152
0.63,26,152
0.64,43,152
0.65,18,152
0.66,24,152
0.67,12,152
0.68,23,152
0.69,10,152
0.7,8,152
0.71,9,152
0.72,10,152
0.73,8,152
0.74,5,152
0.75,1,152
0.76,4,152
0.77,0,152
0.78,1,152
0.79,3,152
0.8,4,152
0.2,20,153
0.21,11,153
0.22,49,153
0.23,31,153
0.24,82,153
0.25,152,153
0.26,97,153
0.27,238,153
0.28,127,153
0.29,312,153
0.3,173,153
0.31,378,153
0.32,233,153
0.33,455,153
0.34,244,153
0.35,559,153
0.36,265,153
0.37,536,153
0.38,265,153
0.39,522,153
0.4,219,153
0.41,507,153
0.42,441,153
0.43,202,153
0.44,403,153
0.45,206,153
0.46,387,153
0.47,182,153
0.48,360,153
0.49,163,153
0.5,381,153
0.51,160,153
0.52,299,153
0.53,125,153
0.54,249,153
0.55,102,153
0.56,161,153
0.57,76,153
0.58,113,153
0.59,89,153
0.6,34,153
0.61,61,153
0.62,25,153
0.63,51,153
0.64,18,153
0.65,43,153
0.66,11,153
0.67,20,153
0.68,14,153
0.69,16,153
0.7,6,153
0.71,14,153
0.72,4,153
0.73,11,153
0.74,4,153
0.75,3,153
0.76,3,153
0.77,0,153
0.78,2,153
0.79,3,153
0.8,3,153
0.2,8,154
0.21,34,154
0.22,25,154
0.23,55,154
0.24,49,154
0.25,138,154
0.26,96,154
0.27,226,154
0.28,131,154
0.29,290,154
0.3,171,154
0.31,365,154
0.32,460,154
0.33,234,154
0.34,504,154
0.35,276,154
0.36,537,154
0.37,261,154
0.38,518,154
0.39,265,154
0.4,481,154
0.41,264,154
0.42,419,154
0.43,211,154
0.44,405,154
0.45,396,154
0.46,194,154
0.47,370,154
0.48,178,154
0.49,356,154
0.5,172,154
0.51,345,154
0.52,141,154
0.53,262,154
0.54,119,154
0.55,211,154
0.56,152,154
0.57,76,154
0.58,111,154
0.59,41,154
0.6,68,154
0.61,31,154
0.62,52,154
0.63,30,154
0.64,35,154
0.65,29,154
0.66,21,154
0.67,12,154
0.68,21,154
0.69,16,154
0.7,5,154
0.71,13,154
0.72,4,154
0.73,12,154
0.74,4,154
0.75,2,154
0.76,1,154
0.77,2,154
0.78,1,154
0.79,4,154
0.8,3,154
0.2,7,155
0.21,31,155
0.22,26,155
0.23,50,155
0.24,41,155
0.25,131,155
0.26,197,155
0.27,103,155
0.28,275,155
0.29,143,155
0.3,347,155
0.31,187,155
0.32,420,155
0.33,250,155
0.34,478,155
0.35,546,155
0.36,278,155
0.37,523,155
0.38,247,155
0.39,501,155
0.4,238,155
0.41,493,155
0.42,199,155
0.43,435,155
0.44,195,155
0.45,388,155
0.46,397,155
0.47,175,155
0.48,347,155
0.49,176,155
0.5,356,155
0.51,166,155
0.52,298,155
0.53,126,155
0.54,240,155
0.55,198,155
0.56,81,155
0.57,121,155
0.58,68,155
0.59,85,155
0.6,36,155
0.61,58,155
0.62,30,155
0.63,53,155
0.64,16,155
0.65,42,155
0.66,22,155
0.67,11,155
0.68,21,155
0.69,10,155
0.7,7,155
0.71,8,155
0.72,12,155
0.73,4,155
0.74,9,155
0.75,2,155
0.76,2,155
0.77,2,155
0.78,0,155
0.79,6,155
0.8,1,155
0.2,9,156
0.21,27,156
0.22,50,156
0.23,26,156
0.24,82,156
0.25,71,156
0.26,198,156
0.27,96,156
0.28,256,156
0.29,303,156
0.3,179,156
0.31,393,156
0.32,203,156
0.33,470,156
0.34,230,156
0.35,537,156
0.36,293,156
0.37,516,156
0.38,509,156
0.39,247,156
0.4,483,156
0.41,245,156
0.42,413,156
0.43,215,156
0.44,418,156
0.45,188,156
0.46,389,156
0.47,342,156
0.48,192,156
0.49,343,156
0.5,177,156
0.51,340,156
0.52,136,156
0.53,258,156
0.54,226,156
0.55,109,156
0.56,152,156
0.57,65,156
0.58,112,156
0.59,52,156
0.6,62,156
0.61,33,156
0.62,54,156
0.63,52,156
0.64,14,156
0.65,42,156
0.66,8,156
0.67,26,156
0.68,8,156
0.69,18,156
0.7,2,156
0.71,13,156
0.72,10,156
0.73,4,156
0.74,9,156
0.75,1,156
0.76,3,156
0.77,1,156
0.78,1,156
0.79,6,156
0.8,1,156
0.2,15,157
0.21,13,157
0.22,51,157
0.23,28,157
0.24,77,157
0.25,148,157
0.26,102,157
0.27,213,157
0.28,131,157
0.29,288,157
0.3,172,157
0.31,383,157
0.32,435,157
0.33,219,157
0.34,487,157
0.35,277,157
0.36,549,157
0.37,263,157
